x>y-y>x,10000,2feat
1,10.03053886730116,99.83191238698893
1,8.602450763509069,39.10135822824117
0,81.20933304354202,72.25048633358278
1,-34.04829550847299,82.07760254832942
1,-79.33215477363177,67.85007450498219
0,1.9145393248828526,-13.114631179050633
1,-53.91820919759023,21.221526947521795
1,-26.50409182372175,85.82640918427583
1,71.09336238133682,77.63465029904327
0,59.77651284610599,-82.86020100804959
0,82.69206904974729,60.75647383477491
1,-8.374629742899572,91.96892147168353
0,-32.46683810577014,-56.48927054993806
0,31.543813395556327,2.7474095534082466
1,-98.21435221283248,-14.263606755051512
0,34.757534862743285,-12.199078878520226
0,90.48560553891338,-65.60082899087259
1,-67.07223409832766,92.13786749797862
1,-39.178085076258064,18.638444015056493
1,-64.49675291781134,-28.266222726326973
0,-4.875855204289749,-13.326030440344752
0,89.85877390630915,-41.509559272186735
0,66.17614636711352,18.003891506461912
1,-75.32911480289172,-3.720781384798144
1,-71.71729085849927,86.13884697336277
0,-27.912065221217787,-89.22736174121466
0,-30.36361255818794,-36.69252893008312
1,-78.19108133822002,84.807306423786
1,-27.17749863770797,98.46789547837741
1,-72.8608534744092,62.44626396335909
1,-11.988387588937982,8.30011290326216
0,21.11033600210004,-98.19029152842572
1,-15.30732683438309,-12.91312733752848
0,78.19001407418426,38.5355770987334
0,96.31498248126778,-90.56042584736896
0,69.46413939933862,-23.38870363683894
1,13.345329583222835,47.1408747321712
1,-30.849545893354005,40.211406930445406
0,75.19448070656233,-70.76317974723258
1,-84.2545165656949,75.86243217609129
0,60.36690991093542,24.433105609101062
0,-29.766128145185917,-49.47737449612213
0,44.495623512250404,-74.9283183336549
0,97.45354417808196,55.78503585354869
1,-6.667363818484745,50.79735989396008
1,-43.86953411220369,27.624239662930663
0,52.495553416562586,-82.30250534319521
0,82.65120073489462,72.90730484041535
1,-96.62143002116554,-76.3655161867895
1,-98.42629654802111,20.49029875659096
0,9.956258273573411,-10.083295703965149
1,-67.09485457065176,55.97415990587922
1,-4.155972590280726,76.41034410126909
0,88.88309365901944,70.17177428112419
1,-47.78670194280874,63.449326529283496
1,-4.357490905625923,89.56716940773032
0,-46.643745445686946,-53.52183598751974
0,97.11705791159972,-4.215438885251558
0,91.27171543676192,-75.60353163128973
1,6.229453576628941,61.580606269992614
0,-20.225997767294075,-29.19186880947764
0,78.48188810375308,-66.09374018407566
0,1.9321723849707837,-58.71963283235782
1,-4.067049653960282,9.656779781681408
1,-64.18595555137361,31.151311892585113
0,-51.6696142481375,-52.80703262688402
1,-24.77127081675141,-11.525796530052858
1,-2.4470060273794445,37.689659385419475
1,-90.72963298350443,12.644353137872955
1,-97.72735931239633,27.255132808381973
0,48.2867389226833,41.27282610683605
0,62.99806905849323,-38.03157868437741
1,-47.25844857317571,56.83865654722419
1,9.546130263612042,42.46685065416361
0,-14.94358753138387,-51.19489196194158
0,7.406851388220147,-25.067007084943228
1,70.52184578990142,85.97514864201597
1,-28.37876602689404,66.30431638507963
1,13.547279890297006,29.143231052764747
1,-54.3307103362399,-0.1998727654960959
1,-34.41542608334625,15.789550836776726
1,2.287175171602712,27.987288264817494
0,-58.19506257044189,-99.76791905461693
0,46.91435831459654,-68.55636734557842
1,-72.61237372133806,68.33165422391761
0,72.64941213131743,-26.631157379272977
0,99.48094548076344,70.57862701667113
1,-90.12024200832496,38.79920677537737
0,70.45333751364751,-47.35085092823932
0,66.23833713153346,-60.58385711824936
1,-47.93147382638252,94.34651659434039
1,-6.509640103275103,-3.1971299730587646
0,59.81774246051447,43.930666535181814
1,-9.728363052173378,67.5236799256839
1,-9.040008711394336,56.998386725113704
1,-42.12219922642537,51.88745817392265
0,43.614767540586854,24.368496477203365
0,32.514174803471036,-61.507011311695535
0,21.609699667785407,-87.92972944914119
0,29.212051649615006,-32.01249323189582
1,22.172754930165482,84.37717397764223
1,-90.34395398172697,43.88425843481201
0,96.99356095180514,-90.37344141959245
0,82.21315015465646,-18.411785630877148
1,-25.52308500052159,46.1631866299453
1,-49.842734805625064,85.567570350914
0,69.60132073210403,53.98746173975775
1,-80.10726900508733,-24.811616695821755
0,60.99808037563477,-11.435547132798504
0,39.86092891964256,24.883664466654594
0,72.73117677965044,61.1660432463419
0,95.83275318824337,80.14639842746826
0,62.25937503538276,-93.63921172719142
0,-2.337652640942565,-43.648485232261876
1,-75.45281615001682,-16.694390210501027
1,11.47818657016262,43.864665982959906
1,-93.04813271980265,-62.66206823933158
1,-14.769420481535505,26.76129904296269
1,-85.68357851511776,-8.354633873459875
1,12.938117267993192,54.8048149530031
1,-81.963105397672,-48.06606903096699
0,80.87608130171574,-88.97188422864795
1,30.48327269212939,34.01143366478428
0,19.289916796769745,-78.6085762374883
1,-89.08082221002844,60.13588599885179
1,-97.14534150297143,97.60790938982319
0,31.806062422923304,19.810405698905015
1,32.69728861160928,71.22458029758158
1,-95.59375207404311,-63.912245539612385
1,-14.057817447846759,-10.780742742240761
0,72.9613584710435,-43.518961355900565
0,-74.57256575056898,-81.36963338354101
1,19.54252449343447,64.36852275594615
1,-60.98048589572227,63.69597440630281
0,35.32428749351851,-77.70386862854801
0,9.769347729845052,-44.001539974634404
1,6.75380921722379,74.89763803410557
0,50.71635640633551,-93.45228611056686
1,13.02296217797634,43.27160030859119
1,7.893703300238968,66.1237970644209
0,76.41402596886653,-17.28955736062572
0,26.565796130226317,-3.200588479249518
1,-97.78124969072053,-74.10562183792956
0,77.13597423946959,-64.55429248480678
0,-49.718183749395564,-81.60914688123992
1,-0.7668058277821928,9.537868622715067
1,34.779098243662276,82.06589790852138
0,99.01173984813119,-48.98631895585059
1,12.113494533620724,26.837241758781303
0,36.98030877320247,-41.57427518165664
0,31.56437423065742,25.770476963418957
1,-97.17614957491259,72.81799707437844
0,-12.976479810073556,-15.407444128278527
0,-28.423871577939153,-32.349763160356986
0,1.4818036411998747,-8.694544021125978
0,31.11966323427913,-73.70748093905908
1,-94.5071967898522,95.18555572739507
0,98.87515691322471,-10.218466116320982
1,-88.12549995882381,-72.80255429249631
1,-19.659530333476653,84.06796801596943
0,-22.003618566422105,-23.062230848501713
1,-38.54497647169162,36.22927889110517
1,-58.36704663254857,-8.176383406170501
1,79.82639312850989,80.61708023951826
0,-4.874078480314665,-74.74412049937428
0,42.99230425007036,11.40788250773565
0,89.3387156995961,72.68366267593467
0,0.6351142676831927,-74.36924260554254
0,38.10536202169786,0.10546789824559255
1,46.47521317424278,85.1893125285257
1,-63.405166429183105,0.10917489483004772
1,28.820493239061165,50.27970529192436
1,-15.096265589832171,42.9265018697763
1,55.47146912675936,70.54423574809707
1,-52.909170563929834,56.880943033448204
1,-5.065695888194284,35.11600097164754
1,36.10077658536562,69.08960951868235
1,-72.28071006377633,1.714276394701102
1,79.82138948697613,89.53767367365478
0,-22.41096704343586,-77.29889688964839
0,27.4536894343331,3.402531199285491
0,10.424585850951473,-83.05768328422987
1,-33.53844311225747,29.56639067761236
1,-81.16835135301335,-64.52170579717989
1,-45.060047889704144,44.01368467267076
0,54.170554493029044,-38.63807173974958
1,-53.32816247086662,35.14909677325829
0,85.66724825837744,-31.420848418664775
1,-11.270382580192305,69.38993026551574
0,39.934246423851306,18.136729086059262
0,-48.56185448450652,-70.29769543974216
1,28.430608971951074,84.97482904567752
1,63.12901559644624,89.7800717332644
0,21.370589801562858,-24.384260233989806
0,95.16539988267661,-89.60685057935665
0,1.0055143577635306,-62.06959642065166
0,90.59051670575647,74.89090614677625
1,-88.00435955744169,32.74539723882589
1,0.3024012967414649,91.32243270775962
1,-48.04549764705999,73.89322347223487
0,-24.55154054314734,-65.02062831369726
1,-69.93232481946148,-61.27407138821057
0,2.6617826753358713,-97.88444914205255
1,-63.599080368680404,80.99791456581781
1,-11.300349345263825,78.50415605919872
0,8.524582493352597,-96.49741320273151
1,-54.770130963119556,19.373789107987662
1,-9.879241253157645,33.45374450156828
1,0.8416108268009452,28.46588868738843
1,-98.87107822566846,20.86499773396669
0,63.76584443226733,-1.1854042329300967
0,59.93471656328762,9.72621029712488
1,15.98757662515051,26.0886210756848
1,-35.78946148419635,70.05489403673243
1,-82.09457180187194,-74.86480022705149
0,70.5690822437113,-13.736563212875751
0,98.26384879287579,-71.43671282709383
1,4.732141608665913,89.48837330353643
1,-88.38627125347789,98.6868545487024
0,64.51957827905889,-77.77201614621171
0,21.378536429335398,8.371460159557316
1,-5.040434940607156,84.82387597949685
0,25.627644667396382,0.09499003458461175
0,98.38630186510298,-36.316620820167024
0,37.84301590127319,-15.931694357842787
1,-71.11877754501174,74.27639892933763
1,29.254578294690987,97.5449470499459
1,-99.680872462346,-23.89172808438977
0,36.81438103137472,-0.9613209829410323
0,34.78333286275651,-92.7075955179001
1,-36.483119288233624,89.07811590201072
0,62.21977386079561,28.19777876945645
0,54.24610816759275,-45.97104512036427
1,-18.47334269903125,3.965054129738448
0,-17.08090453327422,-65.97893622824654
0,56.9637914704559,-39.78087931579473
0,29.56155846539906,-73.18061656723228
1,-57.96718561687726,66.64725468670304
1,-1.553221099278261,65.35317756993854
0,75.26095279934643,-64.66673747445937
0,-7.235291353260081,-85.23075460088685
0,32.86275599355017,-23.598956083357848
1,-1.309959345582385,54.871726059231634
0,27.639683200865832,-4.794129883098151
1,38.20661392321588,45.45381210484655
0,-20.4470139982232,-85.55679355489872
0,31.75948263089751,-16.066437763512
0,-18.617481845523614,-57.39713933424526
1,-43.458808366161186,99.06254079013209
0,95.96980606646477,-57.56126025027106
0,78.98041709986987,-45.28226490601745
1,32.9322180479769,44.3769414448449
1,-27.944650884693772,23.604955125906656
1,-11.04625764415465,-9.995921049041584
0,66.06270109545395,-91.1899533357567
1,-29.74480283297683,-2.9430279390128646
1,-83.43868517473129,-18.455500031950578
1,-83.58748269138698,65.7691146098887
1,9.708853555794178,29.90845155416602
0,61.80911534438539,16.140891384386947
1,-91.59163967699504,2.6168888166451296
1,-40.556245521252606,-18.128073932996514
1,-64.87642874746425,80.2825731447812
0,52.1261875478898,-55.76306465236123
1,-19.689937301330104,82.41368659104353
0,73.39209252408116,-94.30039622672093
1,-90.94800761250768,-81.98182556543836
0,49.26640916702567,6.8440671231948755
0,73.56233359467794,65.86327557483585
1,13.952300524429731,32.566174361376596
1,-68.75215381193863,-39.716778122017374
0,99.46490924440994,-38.60177404724225
0,38.80363086631766,-77.29587566232523
1,-84.9441047346793,-58.330886129399296
1,18.92136252013134,37.398509215747936
0,17.41287946339412,-43.15639586460118
0,12.826952289852017,-11.62197526628465
1,-67.12848266622646,97.94330861796857
0,2.8787191979783273,-74.28910924162861
0,75.22811045348146,60.95766720920594
0,-34.53831770835613,-55.262529391572016
0,-2.0482227201664926,-95.01773834589866
1,5.939247515287406,97.27974054001942
0,59.44783172391925,-72.71056046795474
1,5.123951650333083,47.33677722106154
0,34.571245333424514,-2.1036597128724708
0,25.777867902857437,18.064332744288308
1,38.226215987903544,80.33744684447944
1,-88.4251448628125,-56.05177789706164
0,84.64304360210414,52.01763493600106
1,-46.388514066659134,-33.01215734693446
1,-84.87834169591748,-35.39650092363186
1,67.08272219876233,93.62617561732762
0,-11.395566463576287,-54.8908923254118
1,-52.539609771724514,-20.37662618995691
1,-51.54183031016195,26.64865210225247
0,-43.415251973595126,-65.83789096881722
1,-65.20605580638724,11.748222842788579
1,42.50268118427712,62.23678383362562
1,20.64016882918895,92.98489436246149
0,38.893903866332494,33.71213741779721
1,-79.93749486489143,-20.606701432538017
0,-91.0975333133391,-92.02918527886135
1,22.990730902026485,35.186820863855274
0,74.55771522803843,-49.933163546908645
0,15.038333295748842,-73.89984059381278
0,87.7552201486352,68.53203124076865
0,60.19791361800171,-90.00852948977803
1,10.335991649570602,22.061753364595177
0,-10.105023431539124,-30.592597964654146
1,8.723284297380985,38.76110184890837
1,-88.61550484325062,-9.266435262818945
0,97.95210598822649,-53.15393900931164
0,35.26301002374362,-30.508155005135222
1,-96.50776442309304,32.654998997884235
0,58.649666135354124,-11.681805249112472
1,-54.976974457218695,45.09882515338916
1,-0.5725693095406541,76.4492471961492
1,15.01470536992349,54.573421146585474
1,7.8719973475000415,27.31779202360731
0,72.62947488908546,21.04219610451281
0,-14.85018848634681,-32.672669374748864
0,-36.68474798146055,-45.78149089650996
1,78.59070284717171,93.51136126162868
0,3.5943136953929127,-52.99804201876774
0,-75.12693923818759,-80.83139042981773
0,-0.650016586283158,-60.15159252279418
1,-68.57660810510046,-9.000077200382847
0,35.56675046518251,-45.13764601447476
0,-55.87244062496253,-96.00171062720919
1,-72.43170859384821,19.379805781043274
1,56.49457142499628,58.01968584818718
0,-20.747981192721625,-56.53895122789638
0,-4.105634028388167,-99.78325760704038
0,-51.37339145408135,-60.38715665606944
1,-92.54500769656752,9.607005254140361
0,51.389552594722744,-69.56639765997694
0,88.78942873293389,29.187537480625394
1,-84.95895057569862,-26.55403950395707
1,-11.833333160811492,50.443659943942464
0,32.1493704866574,-61.27100851275722
1,-68.37393662229334,19.047211655800524
0,66.06638228527771,56.771213009998235
0,-23.77971123640303,-32.7150488115431
0,-11.150269997404521,-79.82933020813188
0,-13.127238481587256,-95.50884895146419
1,-55.96702962398881,-4.805369191017391
0,16.341807775784517,-90.21220641090505
1,-33.93674063738699,94.8347770501286
0,32.055580647604415,-83.6818471629865
1,-81.43330200100655,6.435302832262039
1,-26.360503035295153,73.94857429723706
0,82.86333816209742,-61.37186508831589
0,-4.903109439972127,-93.19468304930938
1,-84.61726467402437,-24.36150224110034
0,14.786782351364508,-5.937724565443304
1,-56.240250764058786,10.435015437323258
1,-6.781042781378275,-3.6183323533296488
0,47.78934407799352,7.18161605599748
1,-46.79450080508274,54.06943956219553
0,92.44319635654094,92.24144852685009
1,-85.30411749378071,-47.33608472805246
0,95.59549843549593,55.66096162027338
1,-9.784213267673309,71.0741638408779
0,-26.646435892508123,-37.72351345333116
0,36.35123806296764,-84.64854824791605
0,78.07119840807368,-3.6436966172309155
1,-99.01502391532493,-19.123149573826012
1,-50.92152398063226,-13.218162629632076
0,5.444029161495493,-17.5997407380045
1,-12.955429316305583,68.17396310945776
0,65.1644518253552,32.87886845460491
0,-48.99260546873043,-51.32591250292611
0,12.871884512878637,6.473466564600557
1,37.077227486565135,84.58852044456904
1,-49.83206167498926,-21.51570674906789
0,81.8668232458796,53.63950836332671
0,71.79681762777395,-89.99121674828069
0,10.158799420710139,-18.21671979309079
0,-13.075440619402585,-98.02088434550116
0,21.87763406720589,-35.58338749493582
1,3.2451312806682324,51.68918362477703
0,-16.306670356420838,-79.2799139415932
1,-45.73860917728534,8.126560050616405
1,34.97545328704689,48.68990267540545
1,54.768335043171476,90.68967660602553
0,36.80737891310949,-54.70945440727415
0,90.21786498018625,9.167696318476885
0,93.34227206326833,-45.56999880082093
0,59.76722893734083,-99.27282299416686
1,-51.192258651628904,83.83643399675762
1,-93.43323968972108,-27.6708892672646
1,-54.21744654026588,63.57722847579532
1,-1.8607053888759992,15.804062833321254
0,-12.97902946862932,-15.656629633729608
1,-51.16845402727728,40.65070966062538
1,-23.0569542345509,-1.0029427626956533
0,-3.445959662186837,-6.676997196703354
0,-18.399368097924025,-88.56510301397573
1,-96.43690839827575,45.74658981172533
0,88.23400476214505,69.49649729767933
1,-4.596122173476871,78.517232836131
1,-86.60285077467888,34.12834460962159
0,94.59151559167395,65.28874507329013
1,-18.69276457001787,16.257255710500388
0,20.70980205065463,8.398045028999547
1,-63.53193719734354,58.007083503283724
1,-51.97505894340615,-21.098470981066868
1,-46.4722583406221,-16.41058019687307
0,-23.81813448636258,-45.4530492847413
1,-19.50713037303315,-12.181604346311389
0,7.545977330748045,-32.69313067746987
1,-61.22139792141632,0.2649662492049174
0,7.759486290641121,6.9686344084963565
0,85.77450182131096,72.82587346094411
1,15.269644053198817,99.92041827424066
1,35.558291994234395,49.81601054797798
0,94.7002669824233,94.55260627920435
0,99.82904188962428,-62.21197579911202
1,-44.76876597126589,61.2762822725382
1,-5.470102364082237,34.724510620972126
1,14.992077285094354,57.66831185725667
1,-82.375343385369,-62.52866641711241
0,28.696765114637515,-98.83542851060652
0,66.56078689409043,-78.49645131215195
1,-95.78917844506212,-16.66974984583011
0,-44.639782617065116,-76.55637535462387
0,58.445332077414605,-94.44292305419427
1,26.011043044939484,35.85154709558515
0,23.056732109467177,-71.5289853873848
0,41.68065111421481,-94.36390866604003
0,18.772671347527734,-40.59860364216856
1,-26.033648989447215,13.943438093715471
1,-79.64250041242775,52.421768107791905
0,29.426316443473922,-67.10951660893582
1,40.266774985225254,51.96355496002579
1,4.5024988826492205,22.212274900444555
0,-61.51438576271187,-74.67500115983515
0,71.50185911804067,-45.81564630262647
0,95.33282593076237,44.848006242348276
1,2.6984896091390596,60.293888144457725
0,-21.482811440106047,-64.31923454597086
0,99.15238414917505,47.7663682312737
0,85.37893058595495,7.284888047776789
1,-52.707829171176066,13.925512457361862
0,44.25384571665478,-26.70718240661145
0,66.61850630914233,-94.40842359313241
0,29.916714941968593,-79.10338683865321
1,57.736071960223455,88.62998756344103
0,-42.36799602857566,-46.08169096954848
0,35.54164496909965,-61.9735487750783
0,13.138299737863818,-47.85564366536412
0,81.17234648362285,-91.9138897831991
1,74.68248039172323,96.00258775093624
0,75.4151281994341,-31.64574899056538
0,6.79111943645718,-57.92048129311347
0,-6.288464803676305,-86.16439524612977
1,-30.42785960744341,25.306593081195956
0,5.532468295393883,-14.12538497689384
0,1.150115311280132,-41.25704880951977
0,46.881356842775176,-89.31966866532899
0,63.17168492297131,-38.73882428005084
0,-41.42122604308713,-62.84764783817336
1,59.06551246471622,86.62935683958827
1,-32.35215737862573,96.50043983038057
0,73.85820832064397,11.502110696930103
0,79.5934890193048,46.39943629448459
0,54.253854540303934,-4.86325606955937
1,-83.66723573800677,59.20899445439608
1,-35.11591027207564,62.33142749664145
0,-4.737355072894459,-18.388075947073972
1,3.704065520786031,63.61506406573264
1,-95.5419431780346,54.38448720441349
0,-14.071695812176728,-39.1887206896538
1,-38.98181972010577,64.34267401226637
0,77.99300994815437,-73.6580016213243
1,-77.36392149238378,-33.48988168385611
1,-71.63881526433688,-0.029457304050509947
0,-1.111784922918389,-21.31053387991564
0,16.972364858324468,-2.2150009580181234
0,-1.289440365414947,-65.18663071557786
0,85.67575266486821,5.2548370261282145
1,-75.71849373715102,35.404327364251
0,84.55419856470763,71.55674486419267
1,53.97227144729652,58.384664151204106
1,-94.88384401582974,81.46908017810279
0,38.339291705960676,-7.49062893223946
1,24.099107891965673,55.71324096638742
0,20.913476664077407,-27.269481791955613
1,-19.650981483530842,39.75723550810025
0,40.60178861340509,-26.56391639900326
1,-30.827780717394646,18.483987920084985
0,-82.74670183019109,-98.67916125145548
0,20.568320617126417,-15.996901441676513
0,-44.403763656355146,-71.244744841891
1,65.80962786207812,84.48156834649893
0,-58.85921315732385,-65.71753736281431
0,81.35131407882167,-17.42883724769287
0,81.86365295088379,-29.128171053385273
1,-73.67675734389492,9.616824235116056
0,36.18503873013168,-15.744420874702115
1,79.14505067874944,94.74462517793609
0,97.30183953877687,48.31543412648227
1,-64.14294947856988,59.326626595184564
0,52.383534022209204,32.348980974718984
0,58.80298838294499,9.475126484562608
0,59.93660382165038,-55.90193528746601
0,1.2106221129536863,-49.46477170623418
1,10.321243717445384,86.93929327211396
0,-34.61144154458037,-73.57366175670043
0,42.86765670904015,-16.409043869705584
0,52.91055198872081,-62.883508398946255
0,42.71627101853767,-23.67402855181828
1,-88.20139652106309,52.50277362840251
0,-15.26352804486612,-36.568897557260186
0,-15.293405413287758,-74.42572440425153
0,88.09398608054514,81.6305351372335
0,5.053422723942177,-8.81143153524286
1,-25.5277999191251,51.397828696257875
1,-47.58305822458622,-10.77688358866682
0,60.36894122302144,42.11051070400444
0,-13.047149971223021,-20.867142649032488
1,-80.16540756354529,41.12898995117067
0,28.765462672258025,-77.4535877308913
0,25.358638865883137,20.134061339802088
1,-79.00797376073496,-42.00903305740524
0,45.204438063480524,-53.21643821409372
0,-41.23613645087963,-90.85772865304172
0,50.27532035344757,-81.82883073264809
0,80.28751187146747,72.94930192873719
0,7.300059573338686,-88.4998167361646
1,-33.64134328746427,2.9163452537967203
1,25.739651067796828,90.65187071857775
1,31.797401445511696,86.84573870189615
0,13.384340100405595,-9.339961664692126
0,14.56361262802477,-58.60905018056055
1,-59.48369311689636,-25.144712756131398
0,1.4261917021578938,-23.801394737435416
1,37.481125092135244,48.33639863762221
1,35.34197050727522,89.59664385038636
0,56.0885850717992,50.50350485899179
0,88.5726556045208,-52.07831790867987
1,-50.00176248816612,-8.528693633548514
1,-71.86189236339331,35.76790756121372
1,84.70518647343039,99.20366373121232
1,-40.09416421928667,28.55312160434275
1,-3.1399018807461374,89.03029976256212
1,-83.99264370839536,98.06917564625624
0,-81.58457654536669,-84.69703866031003
0,85.83259513091309,68.89418696414282
1,-95.05738251852792,-93.6500326661822
1,-63.37221614973632,-58.47829113899798
1,21.607203647970266,69.7033151986937
0,48.03173931775794,-17.218788050331256
0,2.5896378808236307,-91.08844540416727
1,-30.37328894512494,9.373279481979807
1,1.5055419175207447,41.43775991009423
1,-80.20368861155589,-49.214683899673695
0,32.19852347079083,19.031825821016568
0,-8.108187170409579,-98.71092495276608
0,82.53322935530292,5.629330333065113
0,23.18517792119836,-50.04856193328963
0,67.45830776073817,52.66719309282024
0,91.36229586724608,79.24531263077125
0,59.96022062731922,-74.69175776369892
0,88.80075152648064,18.846996228711447
1,-80.89279052602092,-74.39695266535594
0,-41.80183279328289,-48.720359189721684
0,39.00771178848535,-79.6158737895472
0,98.64235589981138,-40.971593043986076
0,3.7447112208582496,-70.60679288666513
0,78.71759694422937,41.08504446882637
0,14.355290953035166,-9.98666906036263
1,-13.86545877149537,62.06452419279992
1,-25.519348309644556,-17.24366466314804
1,-64.96312221248314,-34.386936537365045
0,63.413963447418524,-21.36874646282348
1,-98.93584624202816,61.853678205779886
1,45.34096391096179,54.54074231481556
1,47.44926283875847,69.49119351139834
0,10.566619550447058,7.372383233232199
1,-83.68715227509938,41.073961850693024
0,31.462007332939578,-74.22557884471308
0,-4.7810208622313155,-48.98606342416885
0,18.493145611855596,-12.95038719731518
0,16.595353056692247,-42.35732349619017
0,5.080671199734326,-85.60475235158435
1,-52.65257797515424,-33.28172189496496
1,-97.84282861123508,58.952746057504214
0,28.26553122958876,-24.683667419847666
1,-14.144987822504731,61.82682383103014
0,-44.039398357267935,-80.60484323273651
0,-77.05610458883925,-88.20392155892756
0,-23.080076086456103,-58.664847394529886
0,2.474043273477605,-73.84670617032216
0,75.22474834559961,-90.37836294297182
1,-92.82838397024268,28.696411937987875
1,-59.6895249989521,-20.17827582170004
0,-41.52965720238622,-81.65426342868783
1,6.722048725830405,63.924998873659774
1,-53.17456476880351,46.325321200763284
0,5.936480768638404,-72.4866710639356
0,70.19300646169003,64.22186380520225
1,26.689556878226057,36.04060241227137
0,66.28926209604185,61.87236889634278
0,86.1778848528341,-37.832756796442624
1,-64.18182403790516,-25.354715697537728
1,-71.84000168894751,-24.48809298704066
0,21.519290249898575,20.101674714976696
1,-47.56934080331767,98.35495194057455
0,69.0679863409296,-80.94677564313422
0,42.54481035808479,29.72995457001042
1,69.6426938094038,99.63506017775558
0,33.94418027923058,30.0120505112165
1,10.2442140851376,12.612147586281125
0,-2.947737653549126,-24.536457158505783
1,-7.204189196309557,76.3470336985603
1,1.13529934186991,37.555513464178375
1,-15.620223888159487,-13.062164296004013
1,-93.45511114758291,36.420823719488425
0,-90.3408254065648,-92.54177139618595
1,4.0109548745213885,30.310314930046758
0,5.892371255280352,-59.974658422694006
0,93.37911983347337,-74.11870934235019
0,43.755624681983335,-86.31780711355219
0,-54.97783693885621,-91.16150899707034
0,58.44762116793879,-79.01470799397788
0,66.2491879885915,27.4995874686297
0,-0.5258555454755083,-84.65299281862949
0,90.8649781662659,-7.616298834759533
1,-77.08765813655604,-5.1658423935153195
0,-36.4139427913087,-76.19925855821288
1,-27.58420588686515,4.512444116664938
1,-31.852699414017366,-2.7136394088999083
1,4.7059646048387265,55.90812035920064
1,-49.75241149203147,80.13270760777098
